Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.,Invoice Date,Submitted Date,Amount,Remarks (If any),DC Number,Original DC,, Overdue Days ,
9730-2695,9730-2637,3810,A. G. Associates,9730,2637,2695,4071,17-Nov-20,02-Dec-20,"38,000.00",,n/a,Yes,,,
9738-2638,9738-2638,3811,A. G. Associates,9738,2638,2638,4063,17-Nov-20,02-Dec-20,"53,500.00",,n/a,Yes,,,
9738-5518,9738-,3812,A. G. Associates,9738,,5518,4063,17-Nov-20,02-Dec-20,"53,500.00",Services,,,,,
9725-5525,9725-,3813,A. G. Associates,9725,,5525,4078,17-Nov-20,02-Dec-20,"29,500.00",services,,,,,
9724-2690,9724-2632,3814,A. G. Associates,9724,2632,2690,4076,17-Nov-20,02-Dec-20,"98,900.00",,4076,Yes,,,
9724-5524,9724-,3815,A. G. Associates,9724,,5524,4076,17-Nov-20,02-Dec-20,"98,900.00",services,,,,,
9727-2691,9727-2633,3816,A. G. Associates,9727,2633,2691,4069,17-Nov-20,02-Dec-20,"49,800.00",,4069,Yes,,,
9727-5523,9727-,3817,A. G. Associates,9727,,5523,4069,17-Nov-20,02-Dec-20,"49,800.00",Services,,,,,
9729-2693,9729-2635,3818,A. G. Associates,9729,2635,2693,4068,17-Nov-20,02-Dec-20,"314,460.00",,4068,Yes,,,
9729-5522,9729-,3819,A. G. Associates,9729,,5522,4068,17-Nov-20,02-Dec-20,"314,460.00",,,,,,
9726-2694,9726-2636,3820,A. G. Associates,9726,2636,2694,4072,17-Nov-20,02-Dec-20,"29,600.00",,4072,Yes,,,
9726-5521,9726-,3821,A. G. Associates,9726,,5521,4072,17-Nov-20,02-Dec-20,"29,600.00",Services,,,,,
9728-2686,9728-2628,3822,A. G. Associates,9728,2628,2686,4070,17-Nov-20,02-Dec-20,"24,632.00",,4070,Yes,,,
9728-5520,9728-,3823,A. G. Associates,9728,,5520,4070,17-Nov-20,02-Dec-20,"24,632.00",,,,,,
9737-2692,9737-2634,3824,A. G. Associates,9737,2634,2692,4066,17-Nov-20,02-Dec-20,"38,000.00",,4066,Yes,,,
9731-2689,9731-2631,3825,A. G. Associates,9731,2631,2689,4067,17-Nov-20,02-Dec-20,"59,840.00",,4067,Yes,,,
9731-5517,9731-,3826,A. G. Associates,9731,,5517,4067,17-Nov-20,02-Dec-20,"59,840.00",services,,,,,
8932-2703,8932-2645,3827,A. G. Associates,8932,2645,2703,4036,13-Nov-20,02-Dec-20,"78,200.00",,4036,Yes,,,
9492-5496,9492-,3828,Prime Engineering Application Services,9492,,5496,47,12-Nov-20,02-Dec-20,"163,285.00",services,,,,,
9565-,9565-7050,3829,Faisal Enterprises,9565,7050,,86,20-Nov-20,02-Dec-20,"213,443.00",,FE-2020-86,Yes,,,
8976-,8976-7049,3830,Faisal Enterprises,8976,7049,,87,20-Nov-20,02-Dec-20,"13,188.83",,FE-2020-87,Yes,,,
9537-2644,9537-2587,3831,Future Tech Lubricant,9537,2587,2644,SI-CH/20210580,12-Nov-20,02-Dec-20,"113,360.00",,NA,Yes,,,
9045-6527,9045-6995,3832,United Tubes,9045,6995,6527,25121,18-Nov-20,02-Dec-20,"608,845.00",,26872,Yes,,,
9093-5554,9093-3131,3833,Maxim Pakistan,9093,3131,5554,MXP893,26-Nov-20,02-Dec-20,"362,700.00",,11-26112020,Yes,,,
7320-2717,7320-2659,3834,Imran Engineering,7320,2659,2717,197,25-Nov-20,02-Dec-20,"12,000.00",,162,Yes,,,
7911-2716,7911-2658,3835,Imran Engineering,7911,2658,2716,196,27-Nov-20,02-Dec-20,"15,060.00",,168,Yes,,,
9882-2718,9882-2660,3836,Imran Engineering,9882,2660,2718,043,25-Nov-20,02-Dec-20,"21,060.00",,042,Yes,,,
9112-,9112-7008,3837,Brothers Enterprises,9112,7008,,K-106592,19-Nov-20,02-Dec-20,"49,433.00",,73712,Yes,,,
9574-,9574-7017,3838,Brothers Enterprises,9574,7017,,K-106589,19-Nov-20,02-Dec-20,"33,930.00",,73709,Yes,,,
9574-,9574-7018,3839,Brothers Enterprises,9574,7018,,K-106589,19-Nov-20,02-Dec-20,"33,930.00",,73709,Yes,,,
9574-,9574-7052,3840,Brothers Enterprises,9574,7052,,K-106588,19-Nov-20,02-Dec-20,"63,180.00",,73708,Yes,,,
9574-,9574-7009,3841,Brothers Enterprises,9574,7009,,K-106587,19-Nov-20,02-Dec-20,"75,465.00",,73707,Yes,,,
8597-6583,8597-7010,3842,Brothers Enterprises,8597,7010,6583,K-106586,19-Nov-20,02-Dec-20,"20,475.00",,73706,Yes,,,
9650-2659,9650-2602,3843,F. G. Industrial Equipments,9650,2602,2659,0013665,23-Nov-20,02-Dec-20,"5,558.00",,54055,Yes,,,
9648-2688,9648-2630,3844,F. G. Industrial Equipments,9648,2630,2688,0013671,23-Nov-20,02-Dec-20,"24,453.00",,54053,Yes,,,
9629-2678,9629-2620,3845,F. G. Industrial Equipments,9629,2620,2678,0013662,23-Nov-20,02-Dec-20,"59,910.00",,54054,Yes,,,
9762-5536,9762-3120,3846,Alpine Chemical Solutions,9762,3120,5536,ACS/SI/11/010,24-Nov-20,02-Dec-20,"129,870.00",,ACS/DN/06/0008,Yes,,,
7980-6586,7980-7037,3847,Iftekhar International,7980,7037,6586,M/247,21-Nov-20,02-Dec-20,"24,430.00",,M/247,Yes,,,
4681-5555,4681-3130,3848,Technology Links,4681,3130,5555,11957,25-Nov-20,02-Dec-20,"46,500.00",,TL-11266,Yes,,,
8892-519,8892-379,3849,Metier Impressions,8892,379,519,20210304,11-Nov-20,08-Dec-20,"348,815.00",,20210304,Yes,,,
8955-6619,8955-6937,3850,Metier Impressions,8955,6937,6619,20210299,10-Nov-20,08-Dec-20,"95,946.00",,20210299,Yes,,,
8955-6620,8955-6940,3851,Metier Impressions,8955,6940,6620,20210302,10-Nov-20,08-Dec-20,"94,959.00",,20210302,Yes,,,
8955-6563,8955-6948,3852,Metier Impressions,8955,6948,6563,20210303,11-Nov-20,08-Dec-20,"56,371.00",,20210303,Yes,,,
9067-,9067-6939,3853,Metier Impressions,9067,6939,,20210301,10-Nov-20,08-Dec-20,"637,223.00",,20210301,Yes,,,
9067-523,9067-386,3854,Metier Impressions,9067,386,523,20210337,25-Nov-20,08-Dec-20,"667,544.00",,20210337,Yes,,,
9067-6656,9067-7156,3855,Metier Impressions,9067,7156,6656,20210356,03-Dec-20,08-Dec-20,"227,580.00",,20210356,Yes,,,
9232-6601,9232-7079,3856,Metier Impressions,9232,7079,6601,20210339,25-Nov-20,08-Dec-20,"89,884.00",,20210339,Yes,,,
9232-6633,9232-7098,3857,Metier Impressions,9232,7098,6633,20210344,27-Nov-20,08-Dec-20,"73,594.00",,20210344,Yes,,,
9232-6660,9232-7122,3858,Metier Impressions,9232,7122,6660,20210348,30-Nov-20,08-Dec-20,"345,625.00",,20210348,Yes,,,
9320-6648,9320-7157,3859,Metier Impressions,9320,7157,6648,20210355,03-Dec-20,08-Dec-20,"379,299.00",,20210355,Yes,,,
9391-6597,9391-7075,3860,Metier Impressions,9391,7075,6597,20210336,25-Nov-20,08-Dec-20,"745,436.00",,20210336,Yes,,,
9391-6598,9391-7076,3861,Metier Impressions,9391,7076,6598,20210336,25-Nov-20,08-Dec-20,"745,436.00",,20210336,Yes,,,
9391-6599,9391-7077,3862,Metier Impressions,9391,7077,6599,20210336,25-Nov-20,08-Dec-20,"745,436.00",,20210336,Yes,,,
9391-6609,9391-7087,3863,Metier Impressions,9391,7087,6609,20210340,26-Nov-20,08-Dec-20,"332,540.00",,20210340,Yes,,,
9391-6610,9391-7088,3864,Metier Impressions,9391,7088,6610,20210340,26-Nov-20,08-Dec-20,"332,540.00",,20210340,Yes,,,
9391-6652,9391-7116,3865,Metier Impressions,9391,7116,6652,20210345,30-Nov-20,08-Dec-20,"127,623.00",,20210345,Yes,,,
9391-6674,9391-7158,3866,Metier Impressions,9391,7158,6674,20210353,03-Dec-20,08-Dec-20,"264,993.00",,20210353,Yes,,,
9471-6600,9471-7078,3867,Metier Impressions,9471,7078,6600,20210338,25-Nov-20,08-Dec-20,"114,906.00",,20210338,Yes,,,
9501-6658,9501-7115,3868,Metier Impressions,9501,7115,6658,20210346,30-Nov-20,08-Dec-20,"90,453.00",,20210346,Yes,,,
9548-6614,9548-7099,3869,Metier Impressions,9548,7099,6614,20210343,27-Nov-20,08-Dec-20,"243,725.00",,20210343,Yes,,,
9548-6615,9548-7100,3870,Metier Impressions,9548,7100,6615,20210343,27-Nov-20,08-Dec-20,"243,725.00",,20210343,Yes,,,
9548-6589,9548-7101,3871,Metier Impressions,9548,7101,6589,20210343,27-Nov-20,08-Dec-20,"243,725.00",,20210343,Yes,,,
9548-6635,9548-7121,3872,Metier Impressions,9548,7121,6635,20210347,30-Nov-20,08-Dec-20,"153,822.00",,20210347,Yes,,,
9548-6675,9548-7159,3873,Metier Impressions,9548,7159,6675,20210354,03-Dec-20,08-Dec-20,"436,433.00",,20210354,Yes,,,
9548-6676,9548-7160,3874,Metier Impressions,9548,7160,6676,20210354,03-Dec-20,08-Dec-20,"436,433.00",,20210354,Yes,,,
7121-6608,7121-7086,3875,Metier Plastic,7121,7086,6608,20210355,26-Nov-20,08-Dec-20,"20,592.00",,20210355,Yes,,,
8572-6607,8572-7085,3876,Metier Plastic,8572,7085,6607,20210354,26-Nov-20,08-Dec-20,"17,550.00",,20210354,Yes,,,
8657-6459,8657-6942,3877,Metier Plastic,8657,6942,6459,20210309,11-Nov-20,08-Dec-20,"140,400.00",,20210309,Yes,,,
8657-6483,8657-6947,3878,Metier Plastic,8657,6947,6483,20210311,11-Nov-20,08-Dec-20,"655,200.00",,20210311,Yes,,,
8657-6593,8657-7070,3879,Metier Plastic,8657,7070,6593,20210350,25-Nov-20,08-Dec-20,"252,252.00",,20210350,Yes,,,
8657-6595,8657-7072,3880,Metier Plastic,8657,7072,6595,20210351,25-Nov-20,08-Dec-20,"650,169.00",,20210351,Yes,,,
8657-6596,8657-7073,3881,Metier Plastic,8657,7073,6596,20210351,25-Nov-20,08-Dec-20,"650,169.00",,20210351,Yes,,,
8657-6605,8657-7083,3882,Metier Plastic,8657,7083,6605,20210353,26-Nov-20,08-Dec-20,"2,063,880.00",,20210353,Yes,,,
8657-6606,8657-7084,3883,Metier Plastic,8657,7084,6606,20210353,26-Nov-20,08-Dec-20,"2,063,880.00",,20210353,Yes,,,
8657-6618,8657-7096,3884,Metier Plastic,8657,7096,6618,20210357,27-Nov-20,08-Dec-20,"333,333.00",,20210357,Yes,,,
8657-6653,8657-7117,3885,Metier Plastic,8657,7117,6653,20210359,30-Nov-20,08-Dec-20,"351,351.00",,20210359,Yes,,,
8975-6460,8975-6943,3886,Metier Plastic,8975,6943,6460,20210310,11-Nov-20,08-Dec-20,"92,138.00",,20210310,Yes,,,
9586-6458,9586-6941,3887,Metier Plastic,9586,6941,6458,20210308,11-Nov-20,08-Dec-20,"507,312.00",,20210308,Yes,,,
9586-6592,9586-7069,3888,Metier Plastic,9586,7069,6592,20210349,25-Nov-20,08-Dec-20,"507,312.00",,20210349,Yes,,,
9586-6604,9586-7082,3889,Metier Plastic,9586,7082,6604,20210352,26-Nov-20,08-Dec-20,"187,200.00",,20210352,Yes,,,
9586-6617,9586-7094,3890,Metier Plastic,9586,7094,6617,20210356,27-Nov-20,08-Dec-20,"282,438.00",,20210356,Yes,,,
9586-6651,9586-7114,3891,Metier Plastic,9586,7114,6651,20210358,30-Nov-20,08-Dec-20,"308,412.00",,20210358,Yes,,,
9010-6673,9010-7155,3892,Metier Ampoule,9010,7155,6673,20210303,03-Dec-20,08-Dec-20,"721,726.00",,20210303,Yes,,,
9622-6655,9622-7123,3893,Metier Ampoule,9622,7123,6655,20210294,30-Nov-20,08-Dec-20,"520,720.00",,20210294,Yes,,,
9668-6672,9668-7154,3894,Metier Ampoule,9668,7154,6672,20210302,03-Dec-20,08-Dec-20,"130,180.00",,20210302,Yes,,,
9770-6587,9770-7074,3895,Metier Ampoule,9770,7074,6587,20210278,25-Nov-20,08-Dec-20,"597,762.00",,20210278,Yes,,,
9232-6661,9232-7137,3896,Metier Impressions,9232,7137,6661,202100351,01-Dec-20,08-Dec-20,"400,608.00",,20210351,Yes,,,
9548-,9548-7136,3897,Metier Impressions,9548,7136,,202100350,01-Dec-20,08-Dec-20,"48,361.00",,20210350,Yes,,,
9010-6662,9010-7138,3898,Metier Ampoule,9010,7138,6662,20210296,01-Dec-20,08-Dec-20,"1,687,439.00",,20210296,Yes,,,
9010-6663,9010-7139,3899,Metier Ampoule,9010,7139,6663,20210296,01-Dec-20,08-Dec-20,"1,687,439.00",,20210296,Yes,,,
9010-6664,9010-7140,3900,Metier Ampoule,9010,7140,6664,20210295,01-Dec-20,08-Dec-20,"709,697.00",,20210295,Yes,,,
9065-6464,9065-6951,3901,Ghani Glass,9065,6951,6464,PH22111001121,12-Nov-20,08-Dec-20,"468,146.25",,10762510,No (Copy with Stamp),,,
8336-6523,8336-6973,3902,Ghani Glass,8336,6973,6523,PH22111001506,16-Nov-20,08-Dec-20,"131,756.63",,10794928,No (Copy with Stamp),,,
8336-6498,8336-6972,3903,Ghani Glass,8336,6972,6498,PH22111001505,16-Nov-20,08-Dec-20,"365,154.08",,10764927,No (Copy with Stamp),,,
9836-5552,9836-3129,3904,Super Graphics,9836,3129,5552,0,05-Oct-20,08-Dec-20,"13,000.00",,N/a,Yes,,,
9412-6425,9412-6893,3905,Khan Packages ,9412,6893,6425,1306,05-Nov-20,08-Dec-20,"234,053.82",,1881,Yes,,,
9412-6426,9412-6894,3906,Khan Packages ,9412,6894,6426,1306,05-Nov-20,08-Dec-20,"234,053.82",,1881,Yes,,,
8950-5432,8950-3071,3907,Khan Packages ,8950,3071,5432,1319,25-Nov-20,08-Dec-20,"27,237.60",,1882,Yes,,,
9195-6475,9195-6938,3908,Khan Packages ,9195,6938,6475,1307,05-Nov-20,08-Dec-20,"56,054.00",,1883,Yes,,,
8387-6522,8387-6945,3909,Khan Packages ,8387,6945,6522,1308,05-Nov-20,08-Dec-20,"10,567.56",,1884,Yes,,,
8387-6462,8387-6952,3910,Khan Packages ,8387,6952,6462,1309,12-Nov-20,08-Dec-20,"143,709.11",,1885,Yes,,,
9412-6502,9412-6953,3911,Khan Packages ,9412,6953,6502,1310,12-Nov-20,08-Dec-20,"62,162.10",,1885,Yes,,,
8950-5456,8950-3081,3912,Khan Packages ,8950,3081,5456,1319,25-Nov-20,08-Dec-20,"27,237.60",,1886,Yes,,,
9044-6494,9044-6974,3913,Khan Packages ,9044,6974,6494,1311,16-Nov-20,08-Dec-20,"42,378.34",,1887,Yes,,,
9412-6497,9412-6975,3914,Khan Packages ,9412,6975,6497,1312,16-Nov-20,08-Dec-20,"217,871.20",,1887,Yes,,,
9412-6552,9412-7004,3915,Khan Packages ,9412,7004,6552,1313,19-Nov-20,08-Dec-20,"86,623.29",,1888,Yes,,,
9412-6553,9412-7005,3916,Khan Packages ,9412,7005,6553,1313,19-Nov-20,08-Dec-20,"86,623.29",,1888,Yes,,,
9518-5534,9518-3118,3917,Khan Packages ,9518,3118,5534,1320,26-Nov-20,08-Dec-20,"35,408.88",,1889,Yes,,,
4608-6548,4608-7038,3918,Khan Packages ,4608,7038,6548,1314,21-Nov-20,08-Dec-20,"15,265.34",,1890,Yes,,,
9412-6549,9412-7039,3919,Khan Packages ,9412,7039,6549,1315,21-Nov-20,08-Dec-20,"124,946.87",,1890,Yes,,,
9412-6550,9412-7040,3920,Khan Packages ,9412,7040,6550,1315,21-Nov-20,08-Dec-20,"124,946.87",,1890,Yes,,,
9412-6566,9412-7059,3921,Khan Packages ,9412,7059,6566,1316,24-Nov-20,08-Dec-20,"227,026.80",,1891,Yes,,,
9044-6579,9044-7067,3922,Khan Packages ,9044,7067,6579,1317,25-Nov-20,08-Dec-20,"65,353.58",,1892,Yes,,,
9387-6591,9387-7068,3923,Khan Packages ,9387,7068,6591,1318,25-Nov-20,08-Dec-20,"113,513.40",,1892,Yes,,,
9412-6682,9412-7091,3924,Khan Packages ,9412,7091,6682,1321,27-Nov-20,08-Dec-20,"164,046.75",,1893,Yes,,,
9412-6612,9412-7092,3925,Khan Packages ,9412,7092,6612,1321,30-Nov-20,08-Dec-20,"164,046.75",,1893,Yes,,,
9623-6613,9623-7093,3926,Khan Packages ,9623,7093,6613,1322,30-Nov-20,08-Dec-20,"50,402.65",,1893,Yes,,,
9671-6659,9671-7118,3927,Khan Packages ,9671,7118,6659,1323,30-Nov-20,08-Dec-20,"232,432.20",,1894,Yes,,,
9057-6547,9057-6954,3928,Metier Impressions,9057,6954,6547,20210349,30-Nov-20,08-Dec-20,"38,128.00",,20210306,Yes,,,
9479-5587,9479-3151,3929,Superline Marketing ,9479,3151,5587,934-20/21,02-Dec-20,08-Dec-20,"102,960.00",,DC-990-20/21,Yes,,,
7622-4653,7622-2600,3930,Superline Marketing ,7622,2600,4653,927-20/21,30-Nov-20,08-Dec-20,"6,495.84",,DC-62-20/21,Yes,,,
8831-5121,8831-2895,3931,Superline Marketing ,8831,2895,5121,929-20/21,30-Nov-20,08-Dec-20,"65,865.15",,DC-525-20-/21,Yes,,,
8576-5115,8576-2892,3932,Superline Marketing ,8576,2892,5115,926-20/21,30-Nov-20,08-Dec-20,"54,859.00",,Dc-919-20/21,Yes,,,
8576-5515,8576-3109,3933,Superline Marketing ,8576,3109,5515,926-20/21,30-Nov-20,08-Dec-20,"54,859.00",,DC-526-20/21,Yes,,,
9442-5363,9442-3025,3934,Superline Marketing ,9442,3025,5363,925-20/21,30-Nov-20,08-Dec-20,"135,494.00",,DC-744-20/21,Yes,,,
9442-5378,9442-3036,3935,Superline Marketing ,9442,3036,5378,925-20/21,30-Nov-20,08-Dec-20,"135,494.00",,DC-725-20/21,Yes,,,
8157-4656,8157-2603,3936,Superline Marketing ,8157,2603,4656,924-20/21,30-Nov-20,08-Dec-20,"18,907.00",,DC-65-20/21,Yes,,,
8051-4654,8051-2601,3937,Superline Marketing ,8051,2601,4654,923-20/21,30-Nov-20,08-Dec-20,"39,200.00",,DC-63-20/21,Yes,,,
8012-4655,8012-2602,3938,Superline Marketing ,8012,2602,4655,922-20/21,30-Nov-20,08-Dec-20,"391,716.00",,DC-61-20/21,Yes,,,
7840-5514,7840-3108,3939,Superline Marketing ,7840,3108,5514,920-20/21,30-Nov-20,08-Dec-20,"9,744.00",,DC-921-20/21,Yes,,,
7909-5513,7909-3107,3940,Superline Marketing ,7909,3107,5513,921-20/21,30-Nov-20,08-Dec-20,"45,115.00",,DC-920-20/21,Yes,,,
7734-4657,7734-2604,3941,Superline Marketing ,7734,2604,4657,928-20/21,30-Nov-20,08-Dec-20,"60,842.34",,DC-61-20/21,Yes,,,
7734-4881,7734-2739,3942,Superline Marketing ,7734,2739,4881,928-20/21,30-Nov-20,08-Dec-20,"60,842.34",,DC-301-20/21,Yes,,,
9479-5279,9479-2977,3943,Superline Marketing ,9479,2977,5279,930-20/21,30-Nov-20,08-Dec-20,"25,740.00",,DC-698-20/21,Yes,,,
9766-5581,9766-3144,3944,Pakistan Oxygen ,9766,3144,5581,371647802,16-Nov-20,08-Dec-20,"43,734.60",,KHI28190,Yes,,,
9766-5605,9766-,3945,Pakistan Oxygen ,9766,,5605,371647815,16-Nov-20,08-Dec-20,"1,617.00",services,,,,,
9766-5576,9766-3139,3946,Pakistan Oxygen ,9766,3139,5576,371648838,19-Nov-20,08-Dec-20,"40,610.70",,KHI010516,Yes,,,
9766-5611,9766-,3947,Pakistan Oxygen ,9766,,5611,371648854,19-Nov-20,08-Dec-20,"1,501.50",services,,,,,
9766-5580,9766-3143,3948,Pakistan Oxygen ,9766,3143,5580,371647801,16-Nov-20,08-Dec-20,"85,490.73",,400029484,Yes,,,
9766-5607,9766-,3949,Pakistan Oxygen ,9766,,5607,371647814,16-Nov-20,08-Dec-20,"3,160.85",services,,,,,
9766-5583,9766-3146,3950,Pakistan Oxygen ,9766,3146,5583,371650842,27-Nov-20,08-Dec-20,"66,851.46",,400030404,Yes,,,
9766-5608,9766-,3951,Pakistan Oxygen ,9766,,5608,371650868,27-Nov-20,08-Dec-20,"2,471.70",services,,,,,
9766-5582,9766-3145,3952,Pakistan Oxygen ,9766,3145,5582,371650841,27-Nov-20,08-Dec-20,"21,867.30",,400030405,Yes,,,
9766-5609,9766-,3953,Pakistan Oxygen ,9766,,5609,371650869,27-Nov-20,08-Dec-20,808.50,services,,,,,
8452-,8452-7175,3954,Vision Pharmaceuticals ,8452,7175,,701789,02-Dec-20,08-Dec-20,"1,200,000.00",,701815,Yes,,,
8452-,8452-7175,3955,Vision Pharmaceuticals ,8452,7175,,701788,02-Dec-20,08-Dec-20,"300,000.00",,701814,Yes,,,
9298-2750,9298-2690,3956,West Ford Rubber,9298,2690,2750,WF 02,04-Dec-20,08-Dec-20,"14,400.00",,WF-0005,Yes,,,
9779-6649,9779-7097,3957,Gelcaps ,9779,7097,6649,35672,27-Nov-20,08-Dec-20,"637,500.00",,20110054,Yes,,,
9779-6657,9779-7113,3958,Gelcaps ,9779,7113,6657,35679,30-Nov-20,08-Dec-20,"765,000.00",,20110061,Yes,,,
9941-5560,9941-3134,3959,Thermoline,9941,3134,5560,2021/972,30-Nov-20,08-Dec-20,"101,790.00",,1872,No (Copy with Stamp),,,
9242-5414,9242-3056,3960,Thermoline,9242,3056,5414,2021/805,07-Nov-20,08-Dec-20,"98,455.50",,1834,No (Copy with Stamp),,,
9666-,9666-7108,3961,Sogo Corporation ,9666,7108,,SC-105662,18-Nov-20,08-Dec-20,"123,455.48",,SC-5360,Yes,,,
7143-2434,7143-2377,3962,EZZI Engineering,7143,2377,2434,3016-A,24-Sep-20,08-Dec-20,"8,600.00",RESUBMITED,Ref. # 3031,,,,
9235-,9235-6874,3963,Lucky Plastic Industries,9235,6874,,728,27-Oct-20,08-Dec-20,"868,862.00",,N/a,No (Copy with Stamp),,,
9681-2754,9681-2694,3964,Hyder Ali & CO. ,9681,2694,2754,1071988,05-Dec-20,10-Dec-20,"1,521.00",,1072879,Yes,,,
9953-5577,9953-3140,3965,Al-Hilal Packaging ,9953,3140,5577,648,02-Dec-20,10-Dec-20,"254,604.00",,682,No (Copy with Stamp),,,
9067-6677,9067-7168,3966,Metier Impressions,9067,7168,6677,20210357,04-Dec-20,10-Dec-20,"500,675.00",,20210357,Yes,,,
9067-,9067-7176,3967,Metier Impressions,9067,7176,,20210361,07-Dec-20,10-Dec-20,"379,299.00",,20210361,Yes,,,
9386-6678,9386-7169,3968,Metier Impressions,9386,7169,6678,20210358,04-Dec-20,10-Dec-20,"185,075.00",,20210358,Yes,,,
9501-,9501-7178,3969,Metier Impressions,9501,7178,,20210363,07-Dec-20,10-Dec-20,"146,320.00",,20210363,Yes,,,
9548-,9548-7177,3970,Metier Impressions,9548,7177,,20210362,07-Dec-20,10-Dec-20,"159,794.00",,20210362,Yes,,,
9010-6679,9010-7167,3971,Metier Ampoule,9010,7167,6679,20210304,04-Dec-20,10-Dec-20,"721,726.00",,20210304,Yes,,,
9926-5604,9926-3160,3972,Hussaina Enterprises,9926,3160,5604,591,29-Nov-20,10-Dec-20,"128,700.00",,591,Yes,,,
9590-6632,9590-7016,3973,Ghani Glass,9590,7016,6632,PH22111001730,18-Nov-20,10-Dec-20,"468,146.25",,10766254,No (Copy with Stamp),,,
9973-2756,9973-2696,3974,Solutions,9973,2696,2756,116,04-Dec-20,10-Dec-20,"11,698.00",,226,Yes,,,
9920-5591,9920-3152,3975,New Tech System,9920,3152,5591,NTS/318/20-BPPL,02-Dec-20,10-Dec-20,"20,358.00",,DC/NTS/BPPL/264/20,Yes,,,
9912-5592,9912-3153,3976,New Tech System,9912,3153,5592,NTS/317/20-BPPL,02-Dec-20,10-Dec-20,"54,288.00",,DC/NTS/BPPL/263/20,Yes,,,
9564-6603,9564-7081,3977,Super International ,9564,7081,6603,418/2021,27-Nov-20,10-Dec-20,"87,750.00",,R-418,Yes,,,
9224-5556,9224-3132,3978,Javed Chemical ,9224,3132,5556,22578,28-Nov-20,10-Dec-20,"23,400.00",,749,Yes,,,
9667-6650,9667-7109,3979,IdeaPac,9667,7109,6650,1120/06/025,30-Nov-20,10-Dec-20,"151,632.00",,1130/1,Yes,,,
9667-6554,9667-7029,3980,IdeaPac,9667,7029,6554,1120/04/023,20-Nov-20,10-Dec-20,"189,540.00",,1120/1,Yes,,,
9667-6602,9667-7080,3981,IdeaPac,9667,7080,6602,1120/05/024,25-Nov-20,10-Dec-20,"189,540.00",,1125/1,Yes,,,
9667-6526,9667-6994,3982,IdeaPac,9667,6994,6526,1120/03/022,18-Nov-20,10-Dec-20,"128,887.00",,1118/1,Yes,,,
9054-6420,9054-6878,3983,IdeaPac,9054,6878,6420,1120/01/020,04-Nov-20,10-Dec-20,"379,080.00",,1104/1,Yes,,,
9054-6421,9054-6879,3984,IdeaPac,9054,6879,6421,1120/01/020,04-Nov-20,10-Dec-20,"379,080.00",,1104/1,Yes,,,
9780-,9780-7132,3985,Javed Chemical ,9780,7132,,22596,02-Dec-20,10-Dec-20,"1,099,800.00",,758,Yes,,,
9780-,9780-7133,3986,Javed Chemical ,9780,7133,,22596,02-Dec-20,10-Dec-20,"1,099,800.00",,758,Yes,,,
9224-5571,9224-3135,3987,Javed Chemical ,9224,3135,5571,22595,02-Dec-20,10-Dec-20,"351,000.00",,755,Yes,,,
8187-5465,8187-3084,3988,Pak Gases,8187,3084,5465,3243,14-Nov-20,10-Dec-20,"2,328.30",,5289,Yes,,,
9852-5548,9852-3126,3989,Pak Gases,9852,3126,5548,3271,28-Nov-20,10-Dec-20,"4,563.00",,5324,Yes,,,
9846-2742,9846-2683,3990,A. G. Associates,9846,2683,2742,4074,02-Dec-20,10-Dec-20,"31,700.00",,4074,Yes,,,
9846-2743,9846-2683,3991,A. G. Associates,9846,2683,2743,4074,02-Dec-20,10-Dec-20,"31,700.00",,4074,Yes,,,
9909-2736,9909-2678,3992,Cemcon Engineering Services,9909,2678,2736,S-248/20-21,01-Dec-20,10-Dec-20,"91,260.00",,Cem-DC/330/2020,Yes,,,
9822-2737,9822-2679,3993,Cemcon Engineering Services,9822,2679,2737,S-247/20-21,01-Dec-20,10-Dec-20,"46,800.00",,Cem-DC/329/2020,Yes,,,
9688-2723,9688-2665,3994,Cyber Engineering Control,9688,2665,2723,CESC-1315,30-Nov-20,10-Dec-20,"90,000.00",,N/a,Yes,,,
9870-5574,9870-,3995,Prime Engineering Application Services,9870,,5574,0034,01-Dec-20,10-Dec-20,"114,413.00",services,,,,,
9880-5588,9880-,3996,Delta Control Inc,9880,,5588,272,02-Dec-20,10-Dec-20,"6,780.00",services,,,,,
8430-5562,8430-,3997,Supernet,8430,,5562,2020/12/0049-004,01-Dec-20,10-Dec-20,"48,397.50",services,,,,,
8430-5563,8430-,3998,Supernet,8430,,5563,2020/12/0030-003,01-Dec-20,10-Dec-20,"23,900.00",services,,,,,
8430-5564,8430-,3999,Supernet,8430,,5564,2020/12/0027-001,01-Dec-20,10-Dec-20,"96,795.00",services,,,,,
8430-5565,8430-,4000,Supernet,8430,,5565,2020/12/0028-002,01-Dec-20,10-Dec-20,"45,410.00",services,,,,,
5566-5566,5566-,4001,Supernet,5566,,5566,2020/12/0064-005,01-Dec-20,10-Dec-20,"111,583.12",services,,,,,
9685-2655,9685-2598,4002,Osaka Lighting,9685,2598,2655,1003933,24-Nov-20,10-Dec-20,"153,465.00",,1004149,No (Copy with Stamp),,,
7911-2738,7911-2680,4003,Imran Engineering,7911,2680,2738,385,02-Dec-20,10-Dec-20,"6,900.00",,164,Yes,,,
