,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
6839,21,6452-00392-0000,"FOLDER ARNIL SIZE: 8.5"" X 11"", 260 GM ART CARD, 4 COLOR PRINTING, EXPORT - FOLDER ARN/EXPORT",METIER IMPRESSIONS (PVT) LTD.,16977,23240195,5960,,,-,2023-06-28 00:00:00,2023-10-31 00:00:00,4300,Numbers,,,,
6840,22,6451-00676-0000,"WALL CALENDAR 2024 SIZE: 14"" x 19"", 4 COLOR PRINTING",METIER IMPRESSIONS (PVT) LTD.,19401,23240383,6150,,,-,2023-12-27 00:00:00,2024-01-18 00:00:00,1720,Numbers,,,,
6841,23,6451-00676-0000,"WALL CALENDAR 2024 SIZE: 14"" x 19"", 4 COLOR PRINTING",METIER IMPRESSIONS (PVT) LTD.,19401,23240391,6167,,,-,2023-12-27 00:00:00,2024-01-22 00:00:00,2280,Numbers,,,,
6842,24,6451-00676-0000,"WALL CALENDAR 2024 SIZE: 14"" x 19"", 4 COLOR PRINTING",METIER IMPRESSIONS (PVT) LTD.,19401,23240383,6166,,,-,2023-12-27 00:00:00,2024-01-22 00:00:00,1720,Numbers,,,,
6843,25,6451-00457-0000,BALL PEN METAL WITH BRANDING - PYODINE,TRADE ERA,16551,,5644,,,-,2023-03-21 00:00:00,2023-06-07 00:00:00,4927,Numbers,,,,
6844,26,6451-00645-0000,LEATHER WALLET & KEYCHAIN SET HAVING EMBOSSED BRANDING PACKED IN BOX - OXOFERIN,SYED ENTERPRISES,14876,591,5334,,,-,2022-06-20 00:00:00,2023-01-18 00:00:00,500,Numbers,,,,
6845,27,6452-00394-0000,"DROP CARD MINOXIN SIZE: 8.5'' X 11'' 260 GM ART CARD, 4 COLOR PRINTING - DC MIN/EXPORT",METIER IMPRESSIONS (PVT) LTD.,16977,23240182,5953,,,-,2023-06-28 00:00:00,2023-10-30 00:00:00,2880,Numbers,,,,
6846,28,6451-00672-0000,MAGNIFYING GLASS,TRADE ERA,17648,,6101,,,-,2023-10-25 00:00:00,2023-12-26 00:00:00,60,Numbers,,,,
6847,29,6452-00505-0000,"PRESCRIPTION PAD OXOFERIN SIZE: 5.5"" x 9"" APPROVED PAPER 4 COLOR PRINTING - RX PAD OXF/EXPORT/SRI",METIER IMPRESSIONS (PVT) LTD.,17373,23240151,5913,,,-,2023-08-24 00:00:00,2023-10-16 00:00:00,4950,Numbers,,,,
6848,30,6452-00588-0000,STICKER WALL SONOTIC INJECTION,METIER IMPRESSIONS (PVT) LTD.,15524,22230479,5318,,,-,2022-09-13 00:00:00,2023-01-16 00:00:00,3600,Numbers,,,,
6849,,,,,,,,,,,,,,,,,,
6850,Services,,,,,,,,,,,,,,,,,
6851,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
6852,No,,,,,,,,,Factor,,,Received,,,,,
6853,1,3008-00005-0000,RENTAL REEFER CONTAINER 40 FEET,DANISH ALI -CASH PURCHASES,19468,,6156,,,-,2024-02-28 00:00:00,2024-01-19 00:00:00,3,Numbers,,,,
6854,2,3002-00005-0000,ANNUAL MAINTENANCE CONTRACT,JES INSTRUMENTATION & CONTROLS,19218,,6163,,,-,2023-09-21 00:00:00,2024-01-22 00:00:00,1,Job,,,,
6855,3,3009-00003-0000,REPAIR AND MAINTENANCE,TECHNO POWER ENGINEERING COMPANY,19244,6119,6136,,,-,2023-11-24 00:00:00,2024-01-15 00:00:00,1,Numbers,,,,
6856,4,3011-00023-0000,CUSTOMS IMPORT DATA.,KAMRAN ZAFAR,19150,,6149,,,-,2023-12-31 00:00:00,2024-01-17 00:00:00,7,Numbers,,,,
6857,5,3005-00013-0000,TRANSPORTATION CHARGES,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-12-07 00:00:00,2024-01-31 00:00:00,4,Job,,,,
6858,6,3006-00069-0000,LOAD TESTING,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-11-30 00:00:00,2024-01-31 00:00:00,5,Job,,,,
6859,7,3006-00069-0000,LOAD TESTING,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-12-07 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6860,8,3006-00069-0000,LOAD TESTING,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-11-30 00:00:00,2024-01-31 00:00:00,3,Job,,,,
6861,9,3006-00069-0000,LOAD TESTING,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-11-30 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6862,10,3006-00069-0000,LOAD TESTING,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-11-30 00:00:00,2024-01-31 00:00:00,4,Job,,,,
6863,11,3006-00069-0000,LOAD TESTING,URS INSPECTION (PRIVATE) LIMITED,19250,,6188,,,-,2023-11-30 00:00:00,2024-01-31 00:00:00,3,Job,,,,
6864,12,3011-00034-0000,"FORTIGATE 200E FIREWALL WITH UTM SUBSCRIPTION, MANAGED SERVICES & LOG ANALYZER",MULTINET PAKISTAN (PVT.) LIMITED,19162,,6144,,,-,2023-02-09 00:00:00,2024-01-17 00:00:00,1,Numbers,,,,
6865,13,3011-00025-0000,ROUTER MONTHLY RECURRING CHARGES,MULTINET PAKISTAN (PVT.) LIMITED,19189,,6143,,,-,2023-07-12 00:00:00,2024-01-17 00:00:00,1,Numbers,,,,
6866,14,3008-00012-0000,RENTAL GENERATOR 950 KVA,TECHNO ENERGY SYSTEM,19246,,6160,,,-,2023-11-01 00:00:00,2024-01-22 00:00:00,1,Numbers,,,,
6867,15,3008-00002-0000,RENTAL GENERATOR 810 KVA,TECHNO ENERGY SYSTEM,19136,,6161,,,-,2022-09-27 00:00:00,2024-01-22 00:00:00,1,Numbers,,,,
6868,16,3005-00009-0000,SERVICES CHARGES,PROFESSIONAL,19261,,6192,,,-,2023-12-18 00:00:00,2024-02-01 00:00:00,1,Job,,,,
6869,17,3001-00001-0000,PEST CONTROL PROGRAM (FUMIGATION),ECO SERVICES,19169,,6159,,,-,2023-01-18 00:00:00,2024-01-19 00:00:00,1,Job,,,,
6870,18,3001-00001-0000,PEST CONTROL PROGRAM (FUMIGATION),ECO SERVICES,19169,,6158,,,-,2023-01-18 00:00:00,2024-01-19 00:00:00,1,Job,,,,
6871,19,3005-00008-0000,LABOUR CHARGES,DANISH ALI -CASH PURCHASES,19459,,6151,,,-,2024-12-31 00:00:00,2024-01-18 00:00:00,1,Job,,,,
6872,20,3011-00009-0000,DATA CONNECTIVITY 10 MBPS (WITH REDUNDANCY) BOTH FIBER,SUPERNET LTD,19190,,6142,,,-,2023-07-12 00:00:00,2024-01-17 00:00:00,1,Job,,,,
6873,21,3011-00009-0000,DATA CONNECTIVITY 10 MBPS (WITH REDUNDANCY) BOTH FIBER,SATCOMM (PRIVATE) LIMITED,19245,,6145,,,-,2023-11-21 00:00:00,2024-01-17 00:00:00,1,Job,,,,
6874,22,3011-00006-0000,INTERNET SERVICES CHARGES,SUPERNET LTD,19190,,6142,,,-,2023-07-12 00:00:00,2024-01-17 00:00:00,1,Job,,,,
6875,23,3011-00006-0000,INTERNET SERVICES CHARGES,SUPERNET LTD,19190,,6142,,,-,2023-07-12 00:00:00,2024-01-17 00:00:00,1,Job,,,,
6876,24,3011-00006-0000,INTERNET SERVICES CHARGES,MULTINET PAKISTAN (PVT.) LIMITED,19189,,6143,,,-,2023-07-12 00:00:00,2024-01-17 00:00:00,1,Job,,,,
6877,25,3011-00006-0000,INTERNET SERVICES CHARGES,SATCOMM (PRIVATE) LIMITED,19245,,6145,,,-,2023-11-21 00:00:00,2024-01-17 00:00:00,1,Job,,,,
6878,26,3006-00051-0000,CALIBRATION CHARGES,AIMS TEC (PRIVATE) LIMITED,19167,,6176,,,-,2023-04-03 00:00:00,2024-01-26 00:00:00,1,Job,,,,
6879,27,3006-00051-0000,CALIBRATION CHARGES,MUSLIM TRADING AGENCIES,19164,,6189,,,-,2023-02-07 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6880,28,3006-00051-0000,CALIBRATION CHARGES,MUSLIM TRADING AGENCIES,19164,,6189,,,-,2023-02-07 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6881,29,3006-00051-0000,CALIBRATION CHARGES,MUSLIM TRADING AGENCIES,19164,,6189,,,-,2023-02-07 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6882,30,3006-00051-0000,CALIBRATION CHARGES,MUSLIM TRADING AGENCIES,19164,,6189,,,-,2023-02-07 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6883,31,3006-00051-0000,CALIBRATION CHARGES,MUSLIM TRADING AGENCIES,19164,,6189,,,-,2023-02-07 00:00:00,2024-01-31 00:00:00,1,Job,,,,
6884,,,,,,,,,,,,,,,,,,
6885,Stationary,,,,,,,,,,,,,,,,,
6886,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
6887,No,,,,,,,,,Factor,,,Received,,,,,
6888,1,6105-00064-0000,"BOX FILE IMPORTED SIZE: 2""",JUNAID BROTHERS,16981,12846,5723,,,-,2023-06-14 00:00:00,2023-07-17 00:00:00,50,Numbers,,,,
6889,2,6102-00040-0000,Dock Clip (Large),JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,18,Numbers,,,,
6890,3,6105-00002-0000,PAPER SIZE A-4,ATIQUE TRADERS,18145,85806,6117,,,-,2023-11-02 00:00:00,2024-01-01 00:00:00,280,Numbers,,,,
6891,4,6105-00002-0000,PAPER SIZE A-4,ATIQUE TRADERS,17645,85224,5979,,,-,2023-10-02 00:00:00,2023-11-06 00:00:00,200,Numbers,,,,
6892,5,6105-00002-0000,PAPER SIZE A-4,ATIQUE TRADERS,17405,84784,5848,,,-,2023-08-05 00:00:00,2023-09-22 00:00:00,200,Numbers,,,,
6893,6,6105-00002-0000,PAPER SIZE A-4,ATIQUE TRADERS,16872,83853,5679,,,-,2023-06-05 00:00:00,2023-06-23 00:00:00,250,Numbers,,,,
6894,7,6105-00002-0000,PAPER SIZE A-4,MUHAMMAD RAZA -CASH PURCHASES,16723,8572,5607,,,-,2023-05-12 00:00:00,2023-05-25 00:00:00,10,Numbers,,,,
6895,8,6105-00002-0000,PAPER SIZE A-4,ATIQUE TRADERS,16538,83190,5564,,,-,2023-03-02 00:00:00,2023-05-04 00:00:00,230,Numbers,,,,
6896,9,6105-00002-0000,PAPER SIZE A-4,ATIQUE TRADERS,16043,82146,5380,,,-,2023-01-04 00:00:00,2023-01-27 00:00:00,215,Numbers,,,,
6897,10,6102-00079-0000,ENVELOPE WHITE SIZE: A4,JUNAID BROTHERS,16170,12709,5430,,,-,2023-02-08 00:00:00,2023-02-16 00:00:00,300,Numbers,,,,
6898,11,6102-00060-0000,Envelops White 9''x4'' Unprinted,JUNAID BROTHERS,19455,19455,6169,,,-,2023-12-05 00:00:00,2024-01-23 00:00:00,1600,Numbers,,,,
6899,12,6102-00060-0000,Envelops White 9''x4'' Unprinted,JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,3000,Numbers,,,,
6900,13,6102-00060-0000,Envelops White 9''x4'' Unprinted,JUNAID BROTHERS,15383,12663,5305,,,-,2022-10-03 00:00:00,2023-01-10 00:00:00,3000,Numbers,,,,
6901,14,6103-00003-0000,Envelope Brown (Large) Printed,M. A. PRINTERS,18110,378,6186,,,-,2023-11-28 00:00:00,2024-01-29 00:00:00,800,Numbers,,,,
6902,15,6105-00027-0000,Ink for Stamp Pad (Blue),JUNAID BROTHERS,19455,19455,6169,,,-,2023-12-05 00:00:00,2024-01-23 00:00:00,3,Numbers,,,,
6903,16,6105-00027-0000,Ink for Stamp Pad (Blue),JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,6,Numbers,,,,
6904,17,6102-00073-0000,Pencil Sharpner,JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,12,Numbers,,,,
6905,18,6102-00073-0000,Pencil Sharpner,S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,10,Numbers,,,,
6906,19,6102-00073-0000,Pencil Sharpner,JUNAID BROTHERS,15383,12663,5305,,,-,2022-10-03 00:00:00,2023-01-10 00:00:00,18,Numbers,,,,
6907,20,6105-00048-0000,SELF INKING STAMP,MUHAMMAD RAZA -CASH PURCHASES,17999,52,6129,,,-,2023-12-15 00:00:00,2024-01-11 00:00:00,2,Numbers,,,,
6908,21,6105-00048-0000,SELF INKING STAMP,MUHAMMAD RAZA -CASH PURCHASES,17128,34,5782,,,-,2023-07-29 00:00:00,2023-08-17 00:00:00,5,Numbers,,,,
6909,22,6105-00074-0000,BINDING SHEET PLASTIC SIZE: A4,MUHAMMAD RAZA -CASH PURCHASES,17524,,5875,,,-,2023-09-20 00:00:00,2023-10-05 00:00:00,10,Packs,,,,
6910,23,6105-00074-0000,BINDING SHEET PLASTIC SIZE: A4,MUHAMMAD RAZA -CASH PURCHASES,16973,,5729,,,-,2023-06-14 00:00:00,2023-07-20 00:00:00,10,Packs,,,,
6911,24,6105-00074-0000,BINDING SHEET PLASTIC SIZE: A4,JUNAID BROTHERS,16098,12697,5411,,,-,2023-01-28 00:00:00,2023-02-08 00:00:00,10,Packs,,,,
6912,25,6103-00015-0000,PAD IN-PROCESS (A-2),M. A. PRINTERS,16067,1243,5469,,,-,2023-01-13 00:00:00,2023-03-03 00:00:00,102,Numbers,,,,
6913,26,6105-00036-0000,"BOX FILE IMPORTED SIZE: 3""",JUNAID BROTHERS,16981,12846,5723,,,-,2023-06-14 00:00:00,2023-07-17 00:00:00,50,Numbers,,,,
6914,27,6105-00018-0000,Double Side Insulation Tape 1'',JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,10,Numbers,,,,
6915,28,6105-00018-0000,Double Side Insulation Tape 1'',S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,10,Numbers,,,,
6916,29,6105-00018-0000,Double Side Insulation Tape 1'',S. R. MARKETING,15659,8,5327,,,-,2022-11-02 00:00:00,2023-01-17 00:00:00,12,Numbers,,,,
6917,30,6102-00089-0000,ENVELOPE (BROWN) UNPRINTED SIZE: A3,JUNAID BROTHERS,19455,19455,6169,,,-,2023-12-05 00:00:00,2024-01-23 00:00:00,500,Numbers,,,,
6918,31,6105-00014-0000,P.V.C Tape 3'' (Brown),JUNAID BROTHERS,19490,12664,6172,,,-,2024-01-31 00:00:00,2024-01-25 00:00:00,288,Numbers,,,,
6919,32,6105-00014-0000,P.V.C Tape 3'' (Brown),S. R. MARKETING,17839,15,6033,,,-,2023-11-02 00:00:00,2023-11-30 00:00:00,144,Numbers,,,,
6920,33,6105-00014-0000,P.V.C Tape 3'' (Brown),JUNAID BROTHERS,16929,12837,5695,,,-,2023-06-05 00:00:00,2023-07-06 00:00:00,192,Numbers,,,,
6921,34,6105-00014-0000,P.V.C Tape 3'' (Brown),JUNAID BROTHERS,16168,12708,5431,,,-,2023-02-16 00:00:00,2023-02-16 00:00:00,240,Numbers,,,,
6922,35,6105-00010-0000,Paper Green Size:A5,Muhammad Raza,19414,,6127,,,-,2023-12-05 00:00:00,2024-01-11 00:00:00,5000,Numbers,,,,
6923,36,6105-00010-0000,Paper Green Size:A5,Muhammad Raza,16439,,5553,,,-,2023-03-02 00:00:00,2023-04-18 00:00:00,5000,Numbers,,,,
6924,37,6105-00010-0000,Paper Green Size:A5,Muhammad Raza,16439,,5535,,,-,2023-03-02 00:00:00,2023-04-06 00:00:00,5000,Numbers,,,,
6925,38,6102-00014-0000,Marker (perminent)) Blue,JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,24,Numbers,,,,
6926,39,6102-00014-0000,Marker (perminent)) Blue,S. R. MARKETING,17512,13,6031,,,-,2023-07-04 00:00:00,2023-11-30 00:00:00,30,Numbers,,,,
6927,40,6105-00017-0000,P.V.C Tape 0.5'' (Transparent),JUNAID BROTHERS,19455,19455,6169,,,-,2023-12-05 00:00:00,2024-01-23 00:00:00,30,Numbers,,,,
6928,41,6105-00017-0000,P.V.C Tape 0.5'' (Transparent),JUNAID BROTHERS,16589,12820,5671,,,-,2023-04-03 00:00:00,2023-06-22 00:00:00,144,Numbers,,,,
6929,42,6105-00017-0000,P.V.C Tape 0.5'' (Transparent),JUNAID BROTHERS,15964,12673,5360,,,-,2023-01-04 00:00:00,2023-01-21 00:00:00,36,Numbers,,,,
6930,43,6102-00093-0000,BALL POINT UNIBALL,MUHAMMAD RAZA -CASH PURCHASES,17741,25,5987,,,-,2023-11-09 00:00:00,2023-11-14 00:00:00,24,Numbers,,,,
6931,44,6102-00093-0000,BALL POINT UNIBALL,MUHAMMAD RAZA -CASH PURCHASES,17741,25,5987,,,-,2023-11-09 00:00:00,2023-11-14 00:00:00,24,Numbers,,,,
6932,45,6102-00093-0000,BALL POINT UNIBALL,JUNAID BROTHERS,16170,12709,5430,,,-,2023-02-08 00:00:00,2023-02-16 00:00:00,36,Numbers,,,,
6933,46,6102-00093-0000,BALL POINT UNIBALL,JUNAID BROTHERS,16170,12709,5430,,,-,2023-02-08 00:00:00,2023-02-16 00:00:00,12,Numbers,,,,
6934,47,6102-00093-0000,BALL POINT UNIBALL,JUNAID BROTHERS,16170,12709,5430,,,-,2023-02-08 00:00:00,2023-02-16 00:00:00,24,Numbers,,,,
6935,48,6102-00093-0000,BALL POINT UNIBALL,JUNAID BROTHERS,16170,12709,5430,,,-,2023-02-08 00:00:00,2023-02-16 00:00:00,12,Numbers,,,,
6936,49,6101-00002-0000,BRITISH PHARMACOPOEIA SETS,GANJ BUKHSH BOOKS,16019,,5394,,,-,2023-01-13 00:00:00,2023-02-03 00:00:00,1,Sets,,,,
6937,50,6105-00031-0000,STAMP PAPER Rs. 100,MUHAMMAD RAZA -CASH PURCHASES,17062,10,5761,,,-,2023-07-26 00:00:00,2023-08-09 00:00:00,50,Numbers,,,,
6938,51,6105-00031-0000,STAMP PAPER Rs. 100,Muhammad Raza,15851,22,5410,,,-,2023-12-31 00:00:00,2023-02-08 00:00:00,30,Numbers,,,,
6939,52,6105-00031-0000,STAMP PAPER Rs. 100,Muhammad Raza,15900,25,5312,,,-,2023-01-13 00:00:00,2023-01-13 00:00:00,7,Numbers,,,,
6940,53,6102-00087-0000,ENVELOPE (BROWN) UNPRINTED SIZE: A4,JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,500,Numbers,,,,
6941,54,6102-00087-0000,ENVELOPE (BROWN) UNPRINTED SIZE: A4,S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,500,Numbers,,,,
6942,55,6102-00087-0000,ENVELOPE (BROWN) UNPRINTED SIZE: A4,JUNAID BROTHERS,16783,12819,5672,,,-,2023-05-05 00:00:00,2023-06-22 00:00:00,500,Numbers,,,,
6943,56,6102-00087-0000,ENVELOPE (BROWN) UNPRINTED SIZE: A4,JUNAID BROTHERS,16170,12709,5430,,,-,2023-02-08 00:00:00,2023-02-16 00:00:00,300,Numbers,,,,
6944,57,6102-00087-0000,ENVELOPE (BROWN) UNPRINTED SIZE: A4,JUNAID BROTHERS,15852,12674,5359,,,-,2022-12-01 00:00:00,2023-01-21 00:00:00,500,Numbers,,,,
6945,58,6102-00006-0000,Correction Pen,JUNAID BROTHERS,15964,12673,5360,,,-,2023-01-04 00:00:00,2023-01-21 00:00:00,6,Numbers,,,,
6946,59,6102-00020-0000,Paper Cutter,JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,6,Numbers,,,,
6947,60,6102-00020-0000,Paper Cutter,S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,4,Numbers,,,,
6948,61,6102-00020-0000,Paper Cutter,JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,4,Numbers,,,,
6949,62,6102-00020-0000,Paper Cutter,JUNAID BROTHERS,15383,12663,5305,,,-,2022-10-03 00:00:00,2023-01-10 00:00:00,6,Numbers,,,,
6950,63,6102-00056-0000,Transparant Folder A-4,JUNAID BROTHERS,16929,12837,5695,,,-,2023-06-15 00:00:00,2023-07-06 00:00:00,500,Numbers,,,,
6951,64,6102-00056-0000,Transparant Folder A-4,S. R. MARKETING,15659,8,5327,,,-,2022-11-28 00:00:00,2023-01-17 00:00:00,1200,Numbers,,,,
6952,65,6102-00008-0000,Marker (Black) Board,Muhammad Raza,19414,,6127,,,-,2023-11-02 00:00:00,2024-01-11 00:00:00,12,Numbers,,,,
6953,66,6102-00008-0000,Marker (Black) Board,S. R. MARKETING,17512,13,6031,,,-,2023-08-30 00:00:00,2023-11-30 00:00:00,10,Numbers,,,,
6954,67,6102-00008-0000,Marker (Black) Board,JUNAID BROTHERS,16783,12819,5672,,,-,2023-05-05 00:00:00,2023-06-22 00:00:00,30,Numbers,,,,
6955,68,6102-00008-0000,Marker (Black) Board,JUNAID BROTHERS,16144,12705,5422,,,-,2023-02-02 00:00:00,2023-02-14 00:00:00,48,Numbers,,,,
6956,69,6102-00008-0000,Marker (Black) Board,JUNAID BROTHERS,15383,12663,5305,,,-,2022-10-03 00:00:00,2023-01-10 00:00:00,24,Numbers,,,,
6957,70,6102-00007-0000,Marker (Black) Permanent,JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,250,Numbers,,,,
6958,71,6102-00007-0000,Marker (Black) Permanent,S. R. MARKETING,17512,13,6031,,,-,2023-08-30 00:00:00,2023-11-30 00:00:00,200,Numbers,,,,
6959,72,6102-00007-0000,Marker (Black) Permanent,JUNAID BROTHERS,16589,12820,5671,,,-,2023-04-03 00:00:00,2023-06-22 00:00:00,300,Numbers,,,,
6960,73,6102-00007-0000,Marker (Black) Permanent,JUNAID BROTHERS,16144,12705,5422,,,-,2023-02-02 00:00:00,2023-02-14 00:00:00,180,Numbers,,,,
6961,74,6102-00007-0000,Marker (Black) Permanent,S. R. MARKETING,15659,8,5327,,,-,2022-11-02 00:00:00,2023-01-17 00:00:00,200,Numbers,,,,
6962,75,6102-00048-0000,CARD FILE BLUE (BROOKES LOGO),M. A. PRINTERS,19464,379,6197,,,-,2024-01-31 00:00:00,2024-02-01 00:00:00,500,Numbers,,,,
6963,76,6102-00039-0000,Gem Clip (Med),S. R. MARKETING,17839,15,6033,,,-,2023-11-02 00:00:00,2023-11-30 00:00:00,24,Numbers,,,,
6964,77,6102-00039-0000,Gem Clip (Med),JUNAID BROTHERS,16589,12820,5671,,,-,2023-04-03 00:00:00,2023-06-22 00:00:00,24,Numbers,,,,
6965,78,6102-00039-0000,Gem Clip (Med),JUNAID BROTHERS,15383,12663,5305,,,-,2022-10-03 00:00:00,2023-01-10 00:00:00,24,Numbers,,,,
6966,79,6102-00047-0000,Plastic File (Clip),S. R. MARKETING,17839,15,6033,,,-,2023-11-02 00:00:00,2023-11-30 00:00:00,50,Numbers,,,,
6967,80,6102-00033-0000,Stapler Pin (Med),S. R. MARKETING,17839,15,6033,,,-,2023-11-02 00:00:00,2023-11-30 00:00:00,60,Numbers,,,,
6968,81,6102-00033-0000,Stapler Pin (Med),JUNAID BROTHERS,16589,12820,5671,,,-,2023-04-03 00:00:00,2023-06-22 00:00:00,80,Numbers,,,,
6969,82,6102-00033-0000,Stapler Pin (Med),JUNAID BROTHERS,15852,12674,5359,,,-,2022-12-01 00:00:00,2023-01-21 00:00:00,50,Numbers,,,,
6970,83,6105-00069-0000,STAMP PAPER Rs. 50,MUHAMMAD RAZA -CASH PURCHASES,17062,10,5761,,,-,2023-07-26 00:00:00,2023-08-09 00:00:00,100,Numbers,,,,
6971,84,6105-00015-0000,P.V.C Tape 3'' (Transparent),JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,288,Numbers,,,,
6972,85,6105-00015-0000,P.V.C Tape 3'' (Transparent),S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,144,Numbers,,,,
6973,86,6105-00015-0000,P.V.C Tape 3'' (Transparent),JUNAID BROTHERS,16783,12819,5672,,,-,2023-05-05 00:00:00,2023-06-22 00:00:00,192,Numbers,,,,
6974,87,6105-00015-0000,P.V.C Tape 3'' (Transparent),JUNAID BROTHERS,16144,12705,5422,,,-,2023-02-02 00:00:00,2023-02-14 00:00:00,192,Numbers,,,,
6975,88,6102-00005-0000,Pencil,S. R. MARKETING,17839,15,6033,,,-,2023-11-02 00:00:00,2023-11-30 00:00:00,40,Numbers,,,,
6976,89,6102-00005-0000,Pencil,JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,36,Numbers,,,,
6977,90,6102-00005-0000,Pencil,JUNAID BROTHERS,15964,12673,5360,,,-,2023-01-04 00:00:00,2023-01-21 00:00:00,50,Numbers,,,,
6978,91,6102-00004-0000,Ball point (Red),JUNAID BROTHERS,15964,12673,5360,,,-,2023-01-04 00:00:00,2023-01-21 00:00:00,20,Numbers,,,,
6979,92,6105-00013-0000,File Seprater,JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,500,Numbers,,,,
6980,93,6105-00013-0000,File Seprater,S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,500,Numbers,,,,
6981,94,6105-00013-0000,File Seprater,JUNAID BROTHERS,16929,12837,5695,,,-,2023-06-05 00:00:00,2023-07-06 00:00:00,300,Numbers,,,,
6982,95,6105-00013-0000,File Seprater,JUNAID BROTHERS,15964,12673,5360,,,-,2023-01-04 00:00:00,2023-01-21 00:00:00,500,Numbers,,,,
6983,96,6102-00030-0000,Stapler (Med),JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,6,Numbers,,,,
6984,97,6102-00030-0000,Stapler (Med),S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,6,Numbers,,,,
6985,98,6102-00030-0000,Stapler (Med),JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,6,Numbers,,,,
6986,99,6102-00030-0000,Stapler (Med),JUNAID BROTHERS,15852,12674,5359,,,-,2022-12-01 00:00:00,2023-01-21 00:00:00,8,Numbers,,,,
6987,100,6102-00055-0000,Plastic Sliding File,JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,12,Numbers,,,,
6988,101,6102-00001-0000,Ball point (Blue),JUNAID BROTHERS,19455,19455,6169,,,-,2023-11-02 00:00:00,2024-01-23 00:00:00,400,Numbers,,,,
6989,102,6102-00001-0000,Ball point (Blue),S. R. MARKETING,17512,13,6031,,,-,2023-08-05 00:00:00,2023-11-30 00:00:00,300,Numbers,,,,
6990,103,6102-00001-0000,Ball point (Blue),JUNAID BROTHERS,16474,12847,5724,,,-,2023-03-02 00:00:00,2023-07-17 00:00:00,500,Numbers,,,,
