Req. Status,Fusion PR. No,PO. No,PR. Line No,Department,PR No,PR Date,Item Code,Item Name,UOM,Qty,Delivery Date,Buyer,Description
APPROVED,7415,,1,Packaging (Common),1963,26/12/18,6103-00003-0000,Envelope Brown (Large) Printed,NOS,500,2/1/2019,,Envelope Brown (Large) Printed  ( for batch document)
APPROVED,7591,,1,Non Sterile - Semi Solid & Liquid (Common),2033,7/1/2019,6105-00036-0000,"BOX FILE IMPORTED SIZE: 3""",NOS,10,14/01/19,,BOX FILE IMPORTED SIZE: 3''For important document placement (BMR SOPs etc)
APPROVED,,,1,Engineering (Common),7136,12/1/2024,3005-00008-0000,LABOUR CHARGES,JOB,1,19/01/24,Atif Salam,REQUIRED SHIFTING / DISMANTLING OF POWER PANELS AT PLOT-59 PANEL ROOM. NAL PROJECT
APPROVED,3766,,14,Utilities,854,15/08/18,5413-00052-0000,SOLUTION 1/2 KG AGM,NOS,2,20/08/18,,URGENTLY REQUIRED FOR TAP WATER LINE OF COOLING TOWER.
APPROVED,6308,,9,Admin Common,1626,15/11/18,5413-00058-0000,TEFLON TAPE,NOS,18,21/11/18,,URGENTLY REQUIRED FOR WATER TANKER SERVICE LINE.
APPROVED,3307,,7,Utilities,698,30/07/18,5413-00058-0000,TEFLON TAPE,NOS,24,6/8/2018,,REQUIRED FOR COMPRESSED AIR LINE DUE TO NAL PROJECT.
APPROVED,8180,,11,Civil,2204,18/03/19,6153-00023-0000,PLASTIC RAINY COVER,NOS,10,7/2/2019,,REQUIRED FOR REPLACEMENT OF LEAKED AUTOCLAVE OF FIRST FLOOR STERILE AREA
APPROVED,8165,,48,Admin Common,2220,18/03/19,6201-00009-0000,ENGINE OIL,NOS,2,19/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,8165,,35,Admin Common,2220,18/03/19,6201-00009-0000,ENGINE OIL,NOS,1,20/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,8165,,33,Admin Common,2220,18/03/19,6201-00009-0000,ENGINE OIL,NOS,1,22/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,7434,,1,Admin Common,1975,27/12/18,6201-00009-0000,ENGINE OIL,NOS,1,3/1/2019,,Routine Washing Service & 5000km Inspection of Vehicle Honda Civic  BKB-477 Dr. Arif Hussain(30077KM).
APPROVED,6327,,1,Admin Common,1612,15/11/18,6201-00009-0000,ENGINE OIL,NOS,1,22/11/18,,Routine Washing Service of Vehicle Honda City  BJW-913  MR. Syed Muhammad Shujaat Ali (21073KM).
APPROVED,5743,,3,Admin Common,1423,25/10/18,6202-00022-0000,OIL FILTER,NOS,1,1/11/2018,,ARRANGED 5000 INSPECTION/SERVICE WORK OF ADMIN POOL TRUCK JZ-3732/JZ3910
APPROVED,1560,,6,Admin Common,450,26/06/18,6202-00022-0000,OIL FILTER,NOS,1,3/7/2018,,ARRANGED PARTS FOR BROOKES FLEET 
APPROVED,8618,,1,Packaging (Common),2275,22/03/19,5234-00429-0000,WOODEN,RFT,700,21/03/19,,REQUIRED FOR PACKING HALL FALSE CEILING WORK(g-172234)
APPROVED,7922,,60,Utilities,2203,18/03/19,5403-00045-0000,RUBBER BUSH,NOS,10,1/2/2019,,REQUIRED FOR FABRICATION OF BASE FOR ENCAPSULATION PACKAGING UNIT
APPROVED,27852,,23,Canteen,6453,5/6/2023,6351-00071-0000,BEEF QEEMA,KGs,10,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,29131,,8,Canteen,6884,28/11/23,6351-00075-0000,BISCUIT,PKS,3,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,28727,,22,Canteen,6674,7/9/2023,6351-00075-0000,BISCUIT,PKS,1,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,34,Canteen,6453,5/6/2023,6351-00075-0000,BISCUIT,PKS,2,9/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,36,Canteen,6453,5/6/2023,6351-00075-0000,BISCUIT,PKS,3,22/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26464,,6,Canteen,6214,9/1/2023,6351-00075-0000,BISCUIT,PKS,2,18/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,26435,,3,Canteen,6086,9/1/2023,6351-00075-0000,BISCUIT,PKS,2,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,6558,,3,Canteen,1753,3/12/2018,6351-00075-0000,BISCUIT,PKS,24,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,6651,,4,Canteen,1749,3/12/2018,6351-00075-0000,BISCUIT,PKS,24,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,5992,,4,Canteen,1539,7/11/2018,6351-00075-0000,BISCUIT,PKS,24,8/11/2018,,Cash purchased for canteen from 01-10-18 to 05-10-18
APPROVED,5396,,4,Canteen,1368,17/10/18,6351-00075-0000,BISCUIT,PKS,24,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5442,,4,Canteen,1361,16/10/18,6351-00075-0000,BISCUIT,PKS,2,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5234,,6,Canteen,1336,12/10/2018,6351-00075-0000,BISCUIT,PKS,48,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,26464,,7,Canteen,6214,9/1/2023,6351-00076-0000,BLACK PEPER,KGs,1,23/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,6843,,7,Canteen,2005,2/1/2019,6351-00076-0000,BLACK PEPER,KGs,1,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,27852,,43,Canteen,6453,5/6/2023,6351-00077-0000,BLEACH (BULK),KGs,10,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,42,Canteen,6453,5/6/2023,6351-00077-0000,BLEACH (BULK),KGs,8,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,9588,,11,Canteen,2633,21/05/19,6351-00080-0000,BREAD,NOS,3,27/05/19,,Cash purchased for canteen from 15-Apr-19 to 18-Apr-19
APPROVED,6558,,5,Canteen,1753,3/12/2018,6351-00080-0000,BREAD,NOS,20,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,5992,,7,Canteen,1539,7/11/2018,6351-00080-0000,BREAD,NOS,20,8/11/2018,,Cash purchased for canteen from 01-10-18 to 05-10-18
APPROVED,5396,,10,Canteen,1368,17/10/18,6351-00080-0000,BREAD,NOS,20,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5234,,11,Canteen,1336,12/10/2018,6351-00080-0000,BREAD,NOS,26,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,4034,,8,Canteen,1244,4/10/2018,6351-00080-0000,BREAD,NOS,22,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,7495,,3,Canteen,2004,2/1/2019,6351-00081-0000,BREAD CRUMBS,PKS,5,7/1/2019,,cash purchased for canteen from 17-12-18 to 20-12-18
APPROVED,6221,,7,Canteen,1609,15/11/18,6351-00081-0000,BREAD CRUMBS,PKS,8,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,6360,,1,Canteen,1676,23/11/18,6351-00084-0000,BUTTER,NOS,5,22/11/18,,Arranged Directors Expenses for the month of Sep-2018
APPROVED,5355,,10,Canteen,1618,15/11/18,6351-00084-0000,BUTTER,NOS,7,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,29050,,5,Canteen,6868,28/11/23,6351-00086-0000,CABBAGE (GOBHI),KGs,3,9/10/2023,,CASH PURCHASED FOR 35-H DINNER DURING THE MONTH OF SEP-2023.
APPROVED,28727,,53,Canteen,6674,7/9/2023,6351-00086-0000,CABBAGE (GOBHI),KGs,3,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,617,Canteen,6674,7/9/2023,6351-00090-0000,SWEETENER CANDEREL,PKS,1,20/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,513,Canteen,6453,5/6/2023,6351-00090-0000,SWEETENER CANDEREL,PKS,1,22/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,56,Canteen,6453,5/6/2023,6351-00094-0000,CHAAT MASALA,KGs,0.3,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6651,,10,Canteen,1749,3/12/2018,6351-00096-0000,CHAMCHAM,KGs,30,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,27852,,59,Canteen,6453,5/6/2023,6351-00098-0000,CHANA BLACK (GRAM BLACK),KGs,5,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,29285,,13,Canteen,6850,28/11/23,6351-00102-0000,CHICKEN,KGs,4,7/11/2023,,CASH PURCHASED FOR 35-H DINNER DURING THE MONTH OF OCT-2023. 
APPROVED,28727,,80,Canteen,6674,7/9/2023,6351-00102-0000,CHICKEN,KGs,4,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,85,Canteen,6674,7/9/2023,6351-00102-0000,CHICKEN,KGs,4.79,17/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,82,Canteen,6674,7/9/2023,6351-00102-0000,CHICKEN,KGs,4,9/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,81,Canteen,6674,7/9/2023,6351-00102-0000,CHICKEN,KGs,4,9/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,71,Canteen,6453,5/6/2023,6351-00102-0000,CHICKEN,KGs,6.17,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,9636,,18,Canteen,2621,21/05/19,6351-00102-0000,CHICKEN,KGs,20,28/05/19,,Cash purchased for canteen from 19-Apr-19 to 24-Apr-19
APPROVED,7909,,71,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,15,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,90,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,180,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,88,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,160,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,72,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,100,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,77,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,135,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,8,Canteen,2100,15/01/19,6351-00102-0000,CHICKEN,KGs,15,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,7497,,6,Canteen,2100,15/01/19,6351-00102-0000,CHICKEN,KGs,15,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,7495,,12,Canteen,2004,2/1/2019,6351-00102-0000,CHICKEN,KGs,15,7/1/2019,,cash purchased for canteen from 17-12-18 to 20-12-18
APPROVED,7062,,13,Canteen,2006,2/1/2019,6351-00102-0000,CHICKEN,KGs,15,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7062,,14,Canteen,2006,2/1/2019,6351-00102-0000,CHICKEN,KGs,15,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7062,,12,Canteen,2006,2/1/2019,6351-00102-0000,CHICKEN,KGs,7,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,6819,,8,Canteen,1845,11/12/2018,6351-00102-0000,CHICKEN,KGs,5,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6558,,8,Canteen,1753,3/12/2018,6351-00102-0000,CHICKEN,KGs,15,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,6558,,9,Canteen,1753,3/12/2018,6351-00102-0000,CHICKEN,KGs,25,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,6558,,10,Canteen,1753,3/12/2018,6351-00102-0000,CHICKEN,KGs,160,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,6651,,16,Canteen,1749,3/12/2018,6351-00102-0000,CHICKEN,KGs,220,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,6651,,15,Canteen,1749,3/12/2018,6351-00102-0000,CHICKEN,KGs,200,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,6574,,18,Canteen,1745,3/12/2018,6351-00102-0000,CHICKEN,KGs,15,6/12/2018,,cash purchased for canteen from 06-11-18 to 12-11-18
APPROVED,5355,,24,Canteen,1618,15/11/18,6351-00102-0000,CHICKEN,KGs,120,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6221,,14,Canteen,1609,15/11/18,6351-00102-0000,CHICKEN,KGs,15,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,6170,,17,Canteen,1576,9/11/2018,6351-00102-0000,CHICKEN,KGs,15,16/11/18,,cash purchased for canteen from 16-oct-2018 to 22-oct-2018
APPROVED,6053,,16,Canteen,1574,9/11/2018,6351-00102-0000,CHICKEN,KGs,15,13/11/18,,cash purchased for canteen from 05-10-18 to 10-10-18
APPROVED,5396,,23,Canteen,1368,17/10/18,6351-00102-0000,CHICKEN,KGs,15,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5442,,27,Canteen,1361,16/10/18,6351-00102-0000,CHICKEN,KGs,225,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5234,,26,Canteen,1336,12/10/2018,6351-00102-0000,CHICKEN,KGs,265,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,5234,,23,Canteen,1336,12/10/2018,6351-00102-0000,CHICKEN,KGs,65,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,29178,,9,Canteen,6889,28/11/23,6351-00103-0000,CHICKEN BONELESS,KGs,1,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,29186,,8,Canteen,6857,28/11/23,6351-00103-0000,CHICKEN BONELESS,KGs,0.5,27/10/23,,CASH PURCHASED FOR CANTEEN FROM 12-10-2023 TILL 17-10-2023. 
APPROVED,9636,,23,Canteen,2621,21/05/19,6351-00103-0000,CHICKEN BONELESS,KGs,20,28/05/19,,Cash purchased for canteen from 19-Apr-19 to 24-Apr-19
APPROVED,7909,,114,Canteen,2221,18/03/19,6351-00103-0000,CHICKEN BONELESS,KGs,20,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,108,Canteen,2221,18/03/19,6351-00103-0000,CHICKEN BONELESS,KGs,20,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,115,Canteen,2221,18/03/19,6351-00103-0000,CHICKEN BONELESS,KGs,20,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6717,,15,Canteen,1759,4/12/2018,6351-00103-0000,CHICKEN BONELESS,KGs,3,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6651,,21,Canteen,1749,3/12/2018,6351-00103-0000,CHICKEN BONELESS,KGs,20,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,6186,,19,Canteen,1619,15/11/18,6351-00103-0000,CHICKEN BONELESS,KGs,23,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,6186,,18,Canteen,1619,15/11/18,6351-00103-0000,CHICKEN BONELESS,KGs,20,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,5355,,32,Canteen,1618,15/11/18,6351-00103-0000,CHICKEN BONELESS,KGs,30,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6221,,20,Canteen,1609,15/11/18,6351-00103-0000,CHICKEN BONELESS,KGs,20,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,6221,,24,Canteen,1609,15/11/18,6351-00103-0000,CHICKEN BONELESS,KGs,60,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,5992,,21,Canteen,1539,7/11/2018,6351-00103-0000,CHICKEN BONELESS,KGs,20,8/11/2018,,Cash purchased for canteen from 01-10-18 to 05-10-18
APPROVED,5396,,29,Canteen,1368,17/10/18,6351-00103-0000,CHICKEN BONELESS,KGs,21,19/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5396,,28,Canteen,1368,17/10/18,6351-00103-0000,CHICKEN BONELESS,KGs,20,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5468,,28,Canteen,1366,17/10/18,6351-00103-0000,CHICKEN BONELESS,KGs,23,24/10/18,,cash purchased for canteen from 13-09-18 to 19-09-18
APPROVED,5468,,27,Canteen,1366,17/10/18,6351-00103-0000,CHICKEN BONELESS,KGs,20,23/10/18,,cash purchased for canteen from 13-09-18 to 19-09-18
APPROVED,5468,,29,Canteen,1366,17/10/18,6351-00103-0000,CHICKEN BONELESS,KGs,30,23/10/18,,cash purchased for canteen from 13-09-18 to 19-09-18
APPROVED,7909,,136,Canteen,2221,18/03/19,6351-00104-0000,CHICKEN DRUM STICK,KGs,3,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,5234,,75,Canteen,1336,12/10/2018,6351-00109-0000,CHILLI GARLIC SAUCE,PKS,6,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,29022,,6,Canteen,6986,28/11/23,6351-00110-0000,CHILLI GREEN,KGs,3,4/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29458,,7,Canteen,6899,28/11/23,6351-00110-0000,CHILLI GREEN,KGs,8,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,29367,,9,Canteen,6851,28/11/23,6351-00110-0000,CHILLI GREEN,KGs,2,14/11/23,,CASH PURCHASED FOR CANTEEN FROM 24-10-2023 TILL 31-10-2023.
APPROVED,28727,,139,Canteen,6674,7/9/2023,6351-00110-0000,CHILLI GREEN,KGs,7,19/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,133,Canteen,6674,7/9/2023,6351-00110-0000,CHILLI GREEN,KGs,3,2/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,135,Canteen,6674,7/9/2023,6351-00110-0000,CHILLI GREEN,KGs,4,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,82,Canteen,6453,5/6/2023,6351-00110-0000,CHILLI GREEN,KGs,1,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,103,Canteen,6453,5/6/2023,6351-00110-0000,CHILLI GREEN,KGs,2,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,101,Canteen,6453,5/6/2023,6351-00110-0000,CHILLI GREEN,KGs,2,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,83,Canteen,6453,5/6/2023,6351-00110-0000,CHILLI GREEN,KGs,1,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,88,Canteen,6453,5/6/2023,6351-00110-0000,CHILLI GREEN,KGs,1.5,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26464,,18,Canteen,6214,9/1/2023,6351-00110-0000,CHILLI GREEN,KGs,2,18/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,26435,,11,Canteen,6086,9/1/2023,6351-00110-0000,CHILLI GREEN,KGs,4,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,7909,,165,Canteen,2221,18/03/19,6351-00110-0000,CHILLI GREEN,KGs,6,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,138,Canteen,2221,18/03/19,6351-00110-0000,CHILLI GREEN,KGs,2,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,141,Canteen,2221,18/03/19,6351-00110-0000,CHILLI GREEN,KGs,3,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,149,Canteen,2221,18/03/19,6351-00110-0000,CHILLI GREEN,KGs,5,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7062,,27,Canteen,2006,2/1/2019,6351-00110-0000,CHILLI GREEN,KGs,5,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7495,,24,Canteen,2004,2/1/2019,6351-00110-0000,CHILLI GREEN,KGs,5,7/1/2019,,cash purchased for canteen from 17-12-18 to 20-12-18
APPROVED,6819,,17,Canteen,1845,11/12/2018,6351-00110-0000,CHILLI GREEN,KGs,3,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6670,,22,Canteen,1764,4/12/2018,6351-00110-0000,CHILLI GREEN,KGs,5,7/12/2018,,cash purchased for canteen on 20-11-18 and 16-11-18
APPROVED,6670,,20,Canteen,1764,4/12/2018,6351-00110-0000,CHILLI GREEN,KGs,5,10/12/2018,,cash purchased for canteen on 20-11-18 and 16-11-18
APPROVED,6558,,21,Canteen,1753,3/12/2018,6351-00110-0000,CHILLI GREEN,KGs,10,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,6651,,26,Canteen,1749,3/12/2018,6351-00110-0000,CHILLI GREEN,KGs,5,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,6651,,23,Canteen,1749,3/12/2018,6351-00110-0000,CHILLI GREEN,KGs,2,7/12/2018,,cash purchased for canteen from 13-11-18 to 19-11-18
APPROVED,6186,,26,Canteen,1619,15/11/18,6351-00110-0000,CHILLI GREEN,KGs,10,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,6186,,21,Canteen,1619,15/11/18,6351-00110-0000,CHILLI GREEN,KGs,3,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,5355,,41,Canteen,1618,15/11/18,6351-00110-0000,CHILLI GREEN,KGs,3,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6170,,33,Canteen,1576,9/11/2018,6351-00110-0000,CHILLI GREEN,KGs,11,16/11/18,,cash purchased for canteen from 16-oct-2018 to 22-oct-2018
APPROVED,5468,,38,Canteen,1366,17/10/18,6351-00110-0000,CHILLI GREEN,KGs,10,23/10/18,,cash purchased for canteen from 13-09-18 to 19-09-18
APPROVED,5442,,35,Canteen,1361,16/10/18,6351-00110-0000,CHILLI GREEN,KGs,3,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5234,,38,Canteen,1336,12/10/2018,6351-00110-0000,CHILLI GREEN,KGs,8,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,5234,,36,Canteen,1336,12/10/2018,6351-00110-0000,CHILLI GREEN,KGs,3,16/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,5234,,39,Canteen,1336,12/10/2018,6351-00110-0000,CHILLI GREEN,KGs,17,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,29186,,43,Canteen,6857,28/11/23,6351-00113-0000,PLASTIC WRAP,NOS,1,25/10/23,,CASH PURCHASED FOR CANTEEN FROM 12-10-2023 TILL 17-10-2023. 
APPROVED,28727,,553,Canteen,6674,7/9/2023,6351-00114-0000,POWDER COCONUT,KGs,1.25,22/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,455,Canteen,6453,5/6/2023,6351-00114-0000,POWDER COCONUT,KGs,2.5,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,5520,,32,Canteen,1496,1/11/2018,6351-00114-0000,POWDER COCONUT,KGs,10,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,5396,,67,Canteen,1368,17/10/18,6351-00114-0000,POWDER COCONUT,KGs,5,19/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,7909,,181,Canteen,2221,18/03/19,6351-00116-0000,COFFEE,NOS,3,31/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6450,,10,Canteen,1693,26/11/18,6351-00116-0000,COFFEE,NOS,8,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,9588,,39,Canteen,2633,21/05/19,6351-00120-0000,CUCUMBER (KHEERA),KGs,10,23/05/19,,Cash purchased for canteen from 15-Apr-19 to 18-Apr-19
APPROVED,6221,,33,Canteen,1609,15/11/18,6351-00120-0000,CUCUMBER (KHEERA),KGs,5,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,7909,,239,Canteen,2221,18/03/19,6351-00121-0000,CURRY LEAF,PKS,20,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,29219,,26,Canteen,6963,28/11/23,6351-00122-0000,DAAL CHANA,KGs,10,3/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,29178,,16,Canteen,6889,28/11/23,6351-00122-0000,DAAL CHANA,KGs,25,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,29285,,21,Canteen,6850,28/11/23,6351-00122-0000,DAAL CHANA,KGs,10,10/11/2023,,CASH PURCHASED FOR 35-H DINNER DURING THE MONTH OF OCT-2023. 
APPROVED,27852,,154,Canteen,6453,5/6/2023,6351-00122-0000,DAAL CHANA,KGs,50,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,28727,,208,Canteen,6674,7/9/2023,6351-00123-0000,DAAL MASH,KGs,10,19/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,155,Canteen,6453,5/6/2023,6351-00123-0000,DAAL MASH,KGs,4,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
